source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex was  up  665.96 points at 72767.65,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/108665759.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/photo.jpg",2024-03-21T04:39:11Z,"NEW DELHI: Sugar stocks were trading higher on Thursday at 10:09AM KCP Sugar &amp; Industries Corporation Ltd.(up 5.70%), Ponni Sugars(Erode)Ltd.(up 3.85%), Simbhaoli Sugars Ltd.(up 3.36%), Bajaj Hin… [+1090 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Economic Times,"Larsen & Toubro Share Price Today Live Updates: Larsen & Toubro Closes at Rs 3509.7, Records -2.73% Weekly Return","Join us on the Larsen & Toubro Stock Liveblog, your hub for real-time updates and comprehensive analysis on a prominent stock. Stay in the know with the latest information about Larsen & Toubro, including: Last traded price 3525.15, Market capitalization: 482…",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/larsen-toubro-share-price-today-live-updates-21-mar-2024/liveblog/108663196.cms,"https://economictimes.indiatimes.com/thumb/msid-108663196,width-600,resizemode-4,imglength-14376/markets/stocks/stock-liveblog/larsen-toubro-share-price-today-live-updates-21-mar-2024.jpg",2024-03-21T03:00:49Z,"Elica 60 cm 1200 m3/hr Filterless Autoclean Kitchen Chimney (FL 600 SLIM HAC MS NERO, Touch + Motion Sensor Control, Black)
Buy Now"
"{'id': None, 'name': 'BusinessLine'}",KS Badri Narayanan,"Stocks that will see action today—March 21, 2024","Himadri Speciality Chemical acquires stake in Invati Creations, ASM Technologies to raise funds, Zomato rolls back green uniforms plan.",https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-todaymarch-21-2024/article67974757.ece,https://bl-i.thgim.com/public/incoming/7ys0ay/article67902735.ece/alternates/LANDSCAPE_1200/IMG_PO31_Investor_2_1_9MC74RK2.jpg,2024-03-21T02:01:28Z,Himadri Speciality Chemical Ltd has announced that it has acquired a 40 per cent stake in a lithium-ion electrode materials firm Invati Creations for 45.16 crore through a combination of cash and a s… [+5403 chars]
"{'id': None, 'name': 'BusinessLine'}",Team BL,"Share Market Highlights 21 March 2024: Sensex, Nifty close higher on positive global cues; Nifty Realty and Metal stocks shine","Sensex, Nifty updates on 21 March 2024 - Find here all the updates related to Sensex, Nifty, BSE, NSE, share prices and Indian stock markets for 21 March 2024.  -- Indian equity markets ended the session higher, buoyed by positive global signals. This was dri…",https://www.thehindubusinessline.com/markets/stock-market-highlights-21-march-2024/article67973094.ece,https://bl-i.thgim.com/public/incoming/nwg474/article67973133.ece/alternates/LANDSCAPE_1200/stock%20market%20charts%20%281%29.jpg,2024-03-21T01:32:05Z,"<li></li>
March 21, 2024 16:38Share Market Today: Sensex, Nifty surge amid global markets rally on US Fed rate cut plans
Benchmark equity indices Sensex and Nifty surged nearly 1 per cent on Thursd… [+60147 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Larsen & Toubro buys 1.20 cr units of National Highways Infra Trust for Rs 149 cr,"Larsen & Toubro acquired 1.20 crore units of National Highways Infra Trust at Rs 124.71 per unit, securing 11.02% unitholding. The trust, sponsored by NHAI, had a deal value of Rs 149.65 crore.",https://economictimes.indiatimes.com/markets/stocks/news/larsen-toubro-buys-1-20-cr-units-of-national-highways-infra-trust-for-rs-149-cr/articleshow/108657775.cms,"https://img.etimg.com/thumb/msid-108657799,width-1200,height-630,imgsize-477423,overlay-etmarkets/photo.jpg",2024-03-20T19:06:27Z,"New Delhi, Engineering and construction major Larsen &amp; Toubro Ltd on Wednesday bought 1.20 crore units of National Highways Infra Trust for Rs 149.65 crore through an open market transaction. The… [+702 chars]"
"{'id': None, 'name': 'Moneycontrol'}",Moneycontrol News,Bulk deals: LT buys shares in National Highway Infrastructure Trust,Shares of National Highway Infrastructure Trust shares fell 0.4 percent to Rs 124.5 on BSE.,https://www.moneycontrol.com/news/business/stocks/bulk-deals-lt-buys-shares-in-national-highway-infrastructure-trust-12497281.html,https://images.moneycontrol.com/static-mcnews/2024/03/Nifty_sensex_marketup-2-770x433.jpg,2024-03-20T15:47:52Z,"Larsen and Toubro picked up 1.2 crore shares in National Highway Infrastructure Trust for Rs 124.71. Shares of National Highway Infrastructure Trust shares fell 0.4 percent to Rs 124.5 on BSE.
In AV… [+418 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Straits Research Private Limited - Reed Intelligence,"Global DC Circuit Breaker Market Size is projected to reach USD 8.92 billion by 2031, growing at a CAGR of 8.12%: Straits Research","According to Straits Research, ""The global DC circuit breaker market size was valued at USD 4.42 billion in 2022. It is estimated to reach USD 8.92 billion by 2031, growing at a CAGR of 8.12% during the forecast period (2023–2031)."" According to Straits Resea…",https://www.globenewswire.com/news-release/2024/03/20/2849513/0/en/Global-DC-Circuit-Breaker-Market-Size-is-projected-to-reach-USD-8-92-billion-by-2031-growing-at-a-CAGR-of-8-12-Straits-Research.html,https://ml.globenewswire.com/Resource/Download/74295fa2-e3bc-4e94-840b-c1a7e9ae2307,2024-03-20T14:40:00Z,"New York, United States, March 20, 2024 (GLOBE NEWSWIRE) -- The direct current (DC) circuit breaker is an electrical switch that prevents damage to a circuit caused by an oversupply of electricity in… [+7667 chars]"
"{'id': None, 'name': 'Marketscreener.com'}",,L&T Technology Services Accelerates Generative AI Adoption,"(marketscreener.com) 
- 1,000 LTTS engineers to hone their skills in gen AI over the next 3 years through training on NVIDIA technologies

https://www.marketscreener.com/quote/stock/L-T-TECHNOLOGY-SERVICES-L-31439537/news/L-T-Technology-Services-Accelerates-G…",https://www.marketscreener.com/quote/stock/L-T-TECHNOLOGY-SERVICES-L-31439537/news/L-T-Technology-Services-Accelerates-Generative-AI-Adoption-46237175/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,2024-03-20T03:46:02Z,"- 1,000 LTTS engineers to hone their skills in gen AI over the next 3 years through training on NVIDIA technologies
In a significant move aimed at fostering global AI adoption, L&amp;T Technology Se… [+3216 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Economic Times,Larsen & Toubro Stocks Live Updates: Larsen & Toubro Closes at Rs 3501.7 with 4.32% 1-Month Return,"Stay updated with the Larsen & Toubro Stock Liveblog, your one-stop destination for real-time information and analysis of a leading stock. Explore the latest updates on Larsen & Toubro stock, including: Last traded price 3502.75, Market capitalization: 481325…",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/larsen-toubro-stocks-live-updates-20-mar-2024/liveblog/108632751.cms,"https://economictimes.indiatimes.com/thumb/msid-108632751,width-600,resizemode-4,imglength-14376/markets/stocks/stock-liveblog/larsen-toubro-stocks-live-updates-20-mar-2024.jpg",2024-03-20T03:00:24Z,"Elica 60 cm 1200 m3/hr Filterless Autoclean Kitchen Chimney (FL 600 SLIM HAC MS NERO, Touch + Motion Sensor Control, Black)
Buy Now"
"{'id': None, 'name': 'InvestorsObserver'}",InvestorsObserver,L&T Technology Services Accelerates Generative AI Adoption,"-   1,000 LTTS engineers to hone their skills in gen AI over the next 3 years through training on NVIDIA technologies           In a significant move aimed at fostering global AI adoption,   L&amp;T Technology Services Limited   (BSE: 540115, NSE: LTTS...",https://www.investorsobserver.com/news/qm-pr/5225305636423625,https://s3.amazonaws.com/images.investorsobserver.com/io-logo-800x450.jpg,2024-03-19T23:45:00Z,"News Home
-
1,000 LTTS engineers to hone their skills in gen AI over the next 3 years through training on NVIDIA technologies
In a significant move aimed at fostering global AI adoption,
L&amp;T … [+3424 chars]"
"{'id': None, 'name': 'Moneycontrol'}",R. Sree Ram,Moneycontrol Pro Panorama | Mergers are not a please-all solution,"In this edition of Moneycontrol Pro Panorama: IT stocks still a favourite despite earnings cut, learn to predict market price reversals to stay ahead, impact of recent tyre price cut explained, Trump#39;s tantrums a sign of what#39;s to come, and more",https://www.moneycontrol.com/news/opinion/moneycontrol-pro-panorama-mergers-are-not-a-please-all-solution-12485531.html,https://images.moneycontrol.com/static-mcnews/2023/09/merger1-770x433.png,2024-03-19T09:29:11Z,"Dear Reader,
The Panorama newsletter is sent to Moneycontrol Pro subscribers on market days. It offers easy access to stories published on Moneycontrol Pro and gives a little extra by setting out a … [+4705 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex was  down  571.27 points at 72177.15,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/108606673.cms,"https://img.etimg.com/thumb/msid-83745691,width-1200,height-630,imgsize-156851,overlay-etmarkets/photo.jpg",2024-03-19T05:56:01Z,"NEW DELHI: Power stocks were trading lower on Tuesday at 11:25AM Karma Energy Ltd.(up 4.93%), PTC India Ltd.(up 1.74%), KPI Green Energy Ltd.(up 0.72%), India Power Corporation Ltd.(up 0.64%), GE T&a… [+1416 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Fertilisers stocks down as market falls,The 30-share BSE Sensex was  down  624.85 points at 72123.57,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-falls/articleshow/108606117.cms,"https://img.etimg.com/thumb/msid-83725308,width-1200,height-630,imgsize-48184,overlay-etmarkets/photo.jpg",2024-03-19T05:40:45Z,"NEW DELHI: Fertilisers stocks were trading lower on Tuesday at 11:10AM Bohra Industries Ltd.(up 1.25%), The Fertilisers and Chemicals Travancore Ltd.(up 0.57%), Rashtriya Chemicals &amp; Fertilizers … [+1447 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Mining stocks down as market falls,The 30-share BSE Sensex was  down  575.79 points at 72172.63,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/108605518.cms,"https://img.etimg.com/thumb/msid-83721067,width-1200,height-630,imgsize-421641,overlay-etmarkets/photo.jpg",2024-03-19T05:20:19Z,"NEW DELHI: Mining stocks were trading lower on Tuesday at 10:50AM Madhav Marbles &amp; Granites Ltd.(up 1.60%), Lexus Granito(India)Ltd.(up 1.22%), Sandur Manganese &amp; Iron Ores Ltd.(up 0.96%), Or… [+1244 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks down as market falls,The 30-share BSE Sensex was  down  546.31 points at 72202.11,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-falls/articleshow/108605319.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2024-03-19T05:15:11Z,"NEW DELHI: Sugar stocks were trading lower on Tuesday at 10:45AM Dalmia Bharat Sugar and Industries Ltd.(up 0.41%) were among the top gainers. 
Rajshree Sugars &amp; Chemicals Ltd.(down 2.19%), Simb… [+1248 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex was  down  599.0 points at 72149.42,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/108604302.cms,"https://img.etimg.com/thumb/msid-83608600,width-1200,height-630,imgsize-23742,overlay-etmarkets/photo.jpg",2024-03-19T04:39:21Z,"NEW DELHI: FMCG stocks were trading lower on Tuesday at 10:09AM Dangee Dums Ltd.(up 1.10%), Vadilal Industries Ltd.(up 0.91%), Euro India Fresh Foods Ltd.(up 0.71%), Sheetal Cool Products Ltd.(up 0.5… [+1399 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Economic Times,Larsen & Toubro Share Price Today Live Updates: Larsen & Toubro Closes at Rs 3561.2 with -1.67% Weekly Return,"Welcome to the Larsen & Toubro Stock Liveblog, your real-time source for the latest updates and comprehensive analysis on a prominent stock. Dive into the current details of Larsen & Toubro, including: Last traded price 3541.0, Market capitalization: 489504.1…",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/larsen-toubro-share-price-today-live-updates-19-mar-2024/liveblog/108601742.cms,"https://economictimes.indiatimes.com/thumb/msid-108601742,width-600,resizemode-4,imglength-14376/markets/stocks/stock-liveblog/larsen-toubro-share-price-today-live-updates-19-mar-2024.jpg",2024-03-19T03:00:25Z,"Elica 60 cm 1200 m3/hr Filterless Autoclean Kitchen Chimney (FL 600 SLIM HAC MS NERO, Touch + Motion Sensor Control, Black)
Buy Now"
"{'id': None, 'name': 'Livemint'}",Varun Sood,"At India’s second-largest engineering co, gaps emerge in electoral bond funding",Electoral bond disclosures by Megha Engineering and the Election Commission’s data on anonymous political donations surface unexplained gaps in funding in an election year,https://www.livemint.com/companies/at-india-s-second-largest-engineering-co-gaps-emerge-in-electoral-bond-funding-11710746366340.html,https://www.livemint.com/lm-img/img/2024/03/18/1600x900/megha_engineering_1710473987680_1710746490419.jpg,2024-03-18T07:51:16Z,"If Megha Engineering and Infrastructures Ltd (MEIL) is to be believed, it lost out on becoming the countrys biggest political donor by just a few crore rupees. But going by the Election Commissions d… [+4959 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: Sugar stocks up as market rises,The 30-share BSE Sensex was  up  66.63 points at 72710.06,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-rises/articleshow/108576027.cms,"https://img.etimg.com/thumb/msid-83735827,width-1200,height-630,imgsize-166342,overlay-etmarkets/photo.jpg",2024-03-18T04:49:13Z,"NEW DELHI: Sugar stocks were trading higher on Monday at 10:19AM Bannari Amman Sugars Ltd.(up 3.40%), Sakthi Sugars Ltd.(up 3.28%), Ponni Sugars(Erode)Ltd.(up 3.04%), Rajshree Sugars &amp; Chemicals … [+1495 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,Stock market update: FMCG stocks up as market falls,The 30-share BSE Sensex was  down  92.86 points at 72550.57,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/108575731.cms,"https://img.etimg.com/thumb/msid-83800143,width-1200,height-630,imgsize-287158,overlay-etmarkets/photo.jpg",2024-03-18T04:39:07Z,"NEW DELHI: FMCG stocks were trading higher on Monday at 10:09AM JHS Svendgaard Laboratories Ltd.(up 2.21%), LT Foods Ltd.(up 2.19%), Dangee Dums Ltd.(up 2.13%), Sheetal Cool Products Ltd.(up 1.98%), … [+1618 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Now,Renu Baid Pugalia’s top 3 capital goods picks keeping valuation in mind,"Renu Baid Pugalia of IIFL Sec discusses the power crisis, capex, top picks like Cummins, Bharat Electronics, Larsen & Toubro, and the potential in the capital goods sector. The analysis covers private and government investments, thermal power challenges, and …",https://economictimes.indiatimes.com/markets/expert-view/renu-baid-pugalias-top-3-capital-goods-picks-keeping-valuation-in-mind/articleshow/108574314.cms,"https://img.etimg.com/thumb/msid-108574491,width-1200,height-630,imgsize-16872,overlay-etmarkets/photo.jpg",2024-03-18T03:52:37Z,"Renu Baid Pugalia, Sr VP-Research, IIFL Securities, says given the kind of power crisis that we are into, our government has been very tight in terms of bringing back thermal power and resolving vari… [+5832 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Economic Times,Larsen & Toubro Stocks Live Updates: Larsen & Toubro Closes at Rs 3537.15 with 1-Month Return of 4.44%,"Stay informed with the Larsen & Toubro Stock Liveblog, your comprehensive resource for real-time updates and in-depth analysis of a leading stock. Get the latest details on Larsen & Toubro, including: Last traded price 3537.15, Market capitalization: 486198.3…",https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/larsen-toubro-stocks-live-updates-18-mar-2024/liveblog/108573180.cms,"https://economictimes.indiatimes.com/thumb/msid-108573180,width-600,resizemode-4,imglength-14376/markets/stocks/stock-liveblog/larsen-toubro-stocks-live-updates-18-mar-2024.jpg",2024-03-18T03:00:22Z,"Voltas beko 8 Place Settings Table Top Dishwasher (2020/2021, DT8S, Silver, Inbuilt Heater)
Buy Now"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,"ET Awards: ET honour most sought after, says L&T’s AM Naik","At 81, the grand old man of Larsen & Toubro wears his humble beginnings on his sleeve–recalling the inspirational legacy of his grandfather and father, who served the impoverished.",https://economictimes.indiatimes.com/news/company/corporate-trends/et-awards-et-honour-most-sought-after-says-lts-am-naik/articleshow/108569362.cms,"https://img.etimg.com/thumb/msid-108569360,width-1200,height-630,imgsize-47060,overlay-economictimes/photo.jpg",2024-03-17T20:07:57Z,Anil Manibhai Naik described winning ETs Lifetime Achievement award as the crowning accomplishment of his professional career. I had won 89 awards. This is the 90th The Economic Times Lifetime Achiev… [+1834 chars]
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Bureau,"What is needed to make India a $10-trillion economy? Ajay Piramal, Falguni Nayar, SN Subrahmanyan & Rohit Jawa explore the possibilities in a panel discussion","India's $10-trillion economy prospects discussed by industry leaders, emphasizing digital revolution, infrastructure transformation, consumption growth, financial sector role, employment challenges, urban planning needs, and women's empowerment for achieving …",https://economictimes.indiatimes.com/news/india/what-is-needed-to-make-india-a-10-trillion-economy-ajay-piramal-falguni-nayar-sn-subrahmanyan-rohit-jawa-explore-the-possibilities-in-a-panel-discussion/articleshow/108569315.cms,"https://img.etimg.com/thumb/msid-108569309,width-1200,height-630,imgsize-71008,overlay-economictimes/photo.jpg",2024-03-17T19:53:57Z,"With a steady inflow of capital, a digital revolution thats overshadowed many global markets, rapid urbanisation, growth of the premium consumer segment, and an increasingly robust regulatory framewo… [+8227 chars]"
